"url","reason","publication","other_publications"
"https://clinicaltrials.gov/show/NCT00417885","See Detailed Description for Termination Reason","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00418093","THe study was terminated early due to a lack of accural","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00418574","No benefit on primary end point (RFS); no rationale to collect survival data","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00418691","Closed early due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00419081","Issues with Manufacturing","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00419536","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00419978","Slow accrural to study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00420732","Enrollment goals unable to be reached.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00420862","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00421096","Problems of recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00421317","Study stopped at the end of the first step","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00422877","Sponsor suspended development of the drug on September 3, 2008.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00423150","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00423345","One of the examinations (double contrast baium enema) became outdated in Norway","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00423683","Study accrual stopped due to poor accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00424138","Recruitment obstacles; data to be combined with other resources for analysis","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00424489","No participants enrolled for more than two years. No plan to continue study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00424645","Sponsor terminated due to low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00424775","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00424840","Poor accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00426127","Inadequate number of eligible patients","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00426829","Low Accural","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00427102","No subjects enrolled and PI went to another facility","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00427414","Terminated due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00427427","lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00427583","stopped due to slow recruitment and no effect","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00427973","The study was stopped prior to 2nd stage.","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00428077","Withdrawn because there were no dramatic changes in the main endpoint, as well as low
    enrollment numbers. The data are not interpretable in terms of efficacy.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00428272","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00428597","Refer to Detailed Description.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00429026","Slow accrual, study terminated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00429338","Slow Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00429403","Study stopped due to low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00429702","Closed due to poor accrual and lack of feasibility to finish study per DSMB","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00429858","Study accrual rate is very slow, it was mandated by NCI to be terminated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00430014","Sponsor Withdrew","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00430027","This study was terminated due slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00430079","Administratively complete.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00430443","Participants are no longer being examined or treated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00431340","Terminated due to dose limiting toxicity","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00431613","Due to Poor Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00431795","Due to poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00432419","only one patient enrolled","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00432445","Low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00434226","Based on data collected, the combination appeared to be poorly tolearated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00434356","Based on data collected, the combination appeared to be poorly tolearated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00434941","Due to the slow rate of recruitment the study was stopped.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00435578","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00436436","Study closed to accrual after the company chose to stop development of the drug.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00436579","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437034","Poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437073","Lapatinib-topotecan arm enrollment closed early per protocol amendment 2. Then enrollment into
    remaining arm terminated due to operational issues.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00437203","See termination reason in detailed description.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437294","Lack of efficacy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437359","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437749","slow accrual rate; interim accrual objective met","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00437957","Lack of enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00438204","All data collection has completed.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00439296","The study was stopped due to poor accrual and lack of funding.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00440076","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00440622","Due to poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00440934","Poor patient accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00440973","contract issues","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00441025","a lack of a potential patient.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00441168","TRIAL STOPPED due to a change in standard of care and the required patient numbers could no
    longer be achieved","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00442026","Due to poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00442507","Slow accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00442598","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00443040","poor enrollment (31 of a planned 114 subjects were randomized and evaluable)","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00443261","Accrual problems","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00443300","Terminated due to low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00444093","bad recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00444223","poor recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00444639","Low recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00445068","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00445549","The study closed because of inadequate early activity.","Citations are listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00446303","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00446329","due to financial problems","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00447122","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00447226","The study had failed to meet the primary objective of tumor response rate at 12 weeks from
    first dose.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00447265","The perceived risk-benefit ratio for individuals with early active RA","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00447421","Interim results of another trial showed inferior activity of treatment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00447473","PI decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00447616","Lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00448097","lack of patient population - slow accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00448240","Low Accrual, Funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00448266","Activation of a similar multicenter study for same population","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00448682","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00449163","Study terminated by University of Miami Institutional Review Board","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00449657","Poor accrual, change in standard of care.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00449761","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00450008","PI decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00450385","Investigator Decision due to insufficient accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00450879","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00450970","Sponsor decided to discontinue study drug development.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00450983","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00451035","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00452075","Poor recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00452127","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00452140","company focus on other projects","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00452387","Early stopping rule","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00453193","Slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00453635","Due to poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00454324","slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00455091","No cases enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00455572","Study early termination was due to slow recruitment and difficulties at achieving the required
    enrolment for the study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00455897","Accrual was too slow. Trial terminated","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00456612","Poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00456846","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00457327","RCT with same hypothesis ended and showed a superiority for protective ileostomy after lower
    anterior rectum resection.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00458159","The compound has a benign safety profile with short-term use, clinically sig efficacy responses
    have not been demonstrated, or if so, have not been sustained.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00458549","Slow Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00459108","Halted early for futility.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00459121","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00459810","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00459901","Study halted by drug manufacturer","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00460317","Amgen discontinued the development of AMG706 because 20050201 did not meet its primary
    objective.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00460460","Study was terminated due to low enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00460551","Due to considerations regarding the appropriate therapeutic regimen for these patients.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00461110","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00461344","due to slow recruitment of patients","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00461773","Lack of recrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00461929","study terminated 12Feb09 due to low recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00462865","DSMB determined toxicity of regimen more than originally thought. Slow accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00463840","Due to slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00464113","Sponsor decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00464724","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00465673","Low recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00465842","Loss of funding due to difficulty with recruitment and participant retention.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00465907","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00466375","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00466856","due to slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00467077","Protocol was closed due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00467610","lack of efficacy.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00468260","pts. will be captured in core","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00468611","Negative efficacy results of the MAESTRO-01 study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00469599","Terminated after 86 pt included, because of recruitment problems","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00469820","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00469937","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00469963","slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470067","Due to low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470093","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470249","Due to difficulty in recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470340","during the study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470353","Withdrawn due to poor accrual/lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470535","This study was terminated earlier due to a phase III study that showed this drug inferior to
    sorafenib","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00470548","Practice patterns with pemetrexed have evolved.","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00471120","Study terminated due to protocol deficiencies.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00471367","Part B of the study was terminated early due to a lack of enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00471653","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00471718","pharmaceutical company closed study because the treatment was not effective","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00472706","Study stopped because of disappointing inclusion rates","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473005","Principal Investigator (Dr. Guardino) left Stanford","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473408","Moved to another country, not possible to recruit from abroad.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00473486","Sorafenib administered in the combination with pemetrexed-carboplatin appears to enhance
    thrombocytopenia compared to historical data.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473551","Terminated due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473616","Termination of the study was made after a full review of program data and assessment of the
    current risk-benefit profile.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473850","This study is recruiting under a different title - ""Genotype-Phenotype Correlation of Multiple
    Hereditary Exostoses: Multicentre Project"" NCT00474331","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00473889","The study was terminated based on the recommendation by the DSMB following a pre-planned
    protocol interim analysis because the endpoint was not achieved.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00474188","Business decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00475332","PI left our institution","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00475657","Terminated due to lack of efficacy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00475917","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00476554","slow accrual and financial resource limitation","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00476827","Slow accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00477087","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00477503","One participant enrolled, study terminated .","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00478062","Poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00478140","Due to slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00479089","Study halted due to drug sponsor decision to not continue.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00479635","Sponsor could no longer support; enrollment stopped August 2008.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00479765","Sponsor business decision, not based on safety or efficacy data","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00479856","Study was terminated due to difficulty in identifying eligible subjects","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00480025","The study was terminated following assessment of the lack of efficacy of the study product by
    the Independent Data monitoring Committee for the study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00480623","Sponsor decided to discontinue study drug development","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00480857","Lack of funding.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00480935","poor recruitment","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00480987","Lack of support.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00481585","study team failed to complete timely reviews, study suspended","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00481832","Accrual Factor","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00481845","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00481936","Corporate reasons unrelated to safety and efficacy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00482053","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00482105","Withdrawn per sponsor and Investigator","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00482274","Drug supplier stopped funding due to loss of study drug (docetaxel) patent.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00482625","The protocol has been completed prematurely (e.g., due to poor accrual, insufficient drug
    supply, IND closure).","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00482911","Investigator left the institute.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00483561","PI left UNMC","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00484601","Low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00485563","Changes in treatment paradigm resulted in a lower than expected rate of accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00486213","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00486265","AML assess. of response in Part B patients find treatment failure in all 8 evaluable for marrow
    response following a maximum of 2 induction courses of therapy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00486512","The overall program was terminated","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00486720","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00486759","Due to an unfavorable benefit/risk ratio.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00487552","Failure to achieve one of the primary endpoints.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00488332","Terminated due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00488644","Slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00490061","Poor accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00490126","Not enough staff","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00490490","Low Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00490776","Recruitment was stopped on 15 June 2009 (early termination date) due to low prevalence of study
    population and slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00491075","Closed early for poor accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00491621","No enough inclusion. The aim is no longer relevant. The sponsor decided to stop this study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00491699","The study was stopped due to safety concerns","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00491738","Based on the data collected, the combination of bevacizumab and sunitinib appeared to be poorly
    tolerated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00492388","Business decision not to continue development","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00492440","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00492843","It is too difficult to recruit suitable patients.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493025","Closed due to early stopping rule-Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493376","This study was a companion study to another one. The other study closed early so this one did
    as well.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493441","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493454","Slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493766","Because of a strategic decision by Novartis","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493818","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00493857","Cohort 2 not going forward. Manadate changes in Company","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00494026","Study stopped early based on interim results of another trial, showing inferior activity of
    pemetrexed/carboplatin compared to etoposide/carboplatin in SCLC.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00494338","due to celecoxib safety issues","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00494611","Unable to recruit subjects in timely fashion for the study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00495378","This study was stopped due to slow enrollment after enrolling 25 of 200 patients.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00495547","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00495625","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496067","Data required further pilot work to be undertaken.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496080","Trial terminated early due to results from a similar study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496132","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496223","toxicities required dose reduction compromising effectiveness and PI left Moffitt","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496366","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496379","This study has closed to accrual early due to slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496431","ITF2357 (Givinostat) was well tollerated but had limited activity against refractory/relapsed
    HL","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496743","The study was discontinued after the first 10 patients because of discouraging results.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00496756","Low accrual rate.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00497653","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00497679","Study is now terminated due to technical difficulties with administration of study drug in this
    patient population with this schedule","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00497731","Efficacy seen in the solid tumour patient population was not sufficient to continue research
    with AZD1152 monotherapy in solid tumors at that time.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00498901","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00498914","Futility boundary at interim analysis not met","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499174","Not meeting accrual target.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499239","Unacceptable safety profile","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499369","Due to inadequate accrual, study was terminated and limited outcome data was reported.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499382","Slow accrual; study terminated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499681","slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499733","The study was terminated per PI decision.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00499889","Support issue.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00500006","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00500240","Terminated early due to futility.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00500890","PI has left the institution","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00501345","Low accrual, study terminated.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00502814","Sample size too small for data analysis.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503321","Patients' enrollment was not sufficient.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00503581","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503776","funding became unavailable","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503841","All enrolled participants were screen failures, no data were collected for outcome measures.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503867","Low patient recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503880","Genzyme discontinued Funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503971","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00503984","Withdrawal of Funding","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00504205","Withdrawn as trial was never activated by SuperGen","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00504218","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00504699","The PI left the Institution.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00504985","Low Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00505414","Recall of rescue medication, alternative rescue medication availability issues.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00505492","Slow accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00505635","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00505661","Terminated due to slow patient accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00505921","Slow Accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00506064","Terminated due to low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00506168","The study drugs are not covered anymore by insurance.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00506324","Physician deceased","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00506779","the study was terminated early due to poor enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00506948","Halted due to high incidence of veno-oclusive disease of the liver.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00507429","Low rate of subject accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT00507702","Improving assay methods","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT00507897","The received reliability with increase in quantity of participants of research did not vary","No citations listed","No documents listed"
